                       x                       y                  u(x,y)
  5.2525252525252530E-01  1.0101010101010102E-02 -1.5762815120152884E-01
  5.3535353535353536E-01  1.0101010101010102E-02 -2.1980859231269836E-01
  5.4545454545454553E-01  1.0101010101010102E-02 -2.8110391163921716E-01
  5.5555555555555558E-01  1.0101010101010102E-02 -3.4126729380185955E-01
  5.6565656565656575E-01  1.0101010101010102E-02 -4.0005648171651409E-01
  5.7575757575757580E-01  1.0101010101010102E-02 -4.5723475186358459E-01
  5.8585858585858586E-01  1.0101010101010102E-02 -5.1257186476900862E-01
  5.9595959595959602E-01  1.0101010101010102E-02 -5.6584499843556579E-01
  6.0606060606060608E-01  1.0101010101010102E-02 -6.1683963923833873E-01
  6.1616161616161624E-01  1.0101010101010102E-02 -6.6535044778128105E-01
  6.2626262626262630E-01  1.0101010101010102E-02 -7.1118208653937109E-01
  6.3636363636363646E-01  1.0101010101010102E-02 -7.5415000696670531E-01
  6.4646464646464652E-01  1.0101010101010102E-02 -7.9408119180348025E-01
  6.5656565656565657E-01  1.0101010101010102E-02 -8.3081484653232984E-01
  6.6666666666666674E-01  1.0101010101010102E-02 -8.6420305938064734E-01
  6.7676767676767680E-01  1.0101010101010102E-02 -8.9411138450050043E-01
  6.8686868686868696E-01  1.0101010101010102E-02 -9.2041938834414250E-01
  6.9696969696969702E-01  1.0101010101010102E-02 -9.4302113512291863E-01
  7.0707070707070718E-01  1.0101010101010102E-02 -9.6182561399433419E-01
  7.1717171717171724E-01  1.0101010101010102E-02 -9.7675710391505433E-01
  7.2727272727272729E-01  1.0101010101010102E-02 -9.8775547317983514E-01
  7.3737373737373746E-01  1.0101010101010102E-02 -9.9477643576910846E-01
  7.4747474747474751E-01  1.0101010101010102E-02 -9.9779171584533932E-01
  7.5757575757575768E-01  1.0101010101010102E-02 -9.9678916772725923E-01
  7.6767676767676774E-01  1.0101010101010102E-02 -9.9177282532291300E-01
  7.7777777777777779E-01  1.0101010101010102E-02 -9.8276287843546450E-01
  7.8787878787878796E-01  1.0101010101010102E-02 -9.6979560679827737E-01
  7.9797979797979801E-01  1.0101010101010102E-02 -9.5292321858868767E-01
  8.0808080808080818E-01  1.0101010101010102E-02 -9.3221364592318812E-01
  8.1818181818181823E-01  1.0101010101010102E-02 -9.0775027263970032E-01
  8.2828282828282840E-01  1.0101010101010102E-02 -8.7963159857081097E-01
  8.3838383838383845E-01  1.0101010101010102E-02 -8.4797084190445937E-01
  8.4848484848484851E-01  1.0101010101010102E-02 -8.1289547776849391E-01
  8.5858585858585867E-01  1.0101010101010102E-02 -7.7454673820466213E-01
  8.6868686868686873E-01  1.0101010101010102E-02 -7.3307903034850852E-01
  8.7878787878787890E-01  1.0101010101010102E-02 -6.8865932017693032E-01
  8.8888888888888895E-01  1.0101010101010102E-02 -6.4146646049970713E-01
  8.9898989898989912E-01  1.0101010101010102E-02 -5.9169047065379432E-01
  9.0909090909090917E-01  1.0101010101010102E-02 -5.3953177073319702E-01
  9.1919191919191923E-01  1.0101010101010102E-02 -4.8520037077187811E-01
  9.2929292929292939E-01  1.0101010101010102E-02 -4.2891503399773756E-01
  9.3939393939393945E-01  1.0101010101010102E-02 -3.7090238759801558E-01
  9.4949494949494961E-01  1.0101010101010102E-02 -3.1139601360960778E-01
  9.5959595959595967E-01  1.0101010101010102E-02 -2.5063550808260016E-01
  9.6969696969696972E-01  1.0101010101010102E-02 -1.8886551500754575E-01
  9.7979797979797989E-01  1.0101010101010102E-02 -1.2633474422600993E-01
  9.8989898989898994E-01  1.0101010101010102E-02 -6.3294966266894667E-02
  1.0000000000000000E+00  1.0101010101010102E-02 -2.4443623778977220E-16
  0.0000000000000000E+00  2.0202020202020204E-02  0.0000000000000000E+00
  1.0101010101010102E-02  2.0202020202020204E-02  6.2901572545355042E-02
  2.0202020202020204E-02  2.0202020202020204E-02  1.2555050445541360E-01
  3.0303030303030304E-02  2.0202020202020204E-02  1.8769449134708130E-01
  4.0404040404040407E-02  2.0202020202020204E-02  2.4908326448910001E-01
  5.0505050505050511E-02  2.0202020202020204E-02  3.0946959850211625E-01
  6.0606060606060608E-02  2.0202020202020204E-02  3.6861030625205460E-01
  7.0707070707070718E-02  2.0202020202020204E-02  4.2626721859001160E-01
  8.0808080808080815E-02  2.0202020202020204E-02  4.8220814307010690E-01
  9.0909090909090912E-02  2.0202020202020204E-02  5.3620779853019052E-01
  1.0101010101010102E-01  2.0202020202020204E-02  5.8804872212590753E-01
  1.1111111111111112E-01  2.0202020202020204E-02  6.3752214541542107E-01
  1.2121212121212122E-01  2.0202020202020204E-02  6.8442883428376888E-01
  1.3131313131313133E-01  2.0202020202020204E-02  7.2857989111734733E-01
  1.4141414141414144E-01  2.0202020202020204E-02  7.6979751578680644E-01
  1.5151515151515152E-01  2.0202020202020204E-02  8.0791572175724502E-01
  1.6161616161616163E-01  2.0202020202020204E-02  8.4278100302747661E-01
  1.7171717171717174E-01  2.0202020202020204E-02  8.7425295330913178E-01
  1.8181818181818182E-01  2.0202020202020204E-02  9.0220483127352857E-01
  1.9191919191919193E-01  2.0202020202020204E-02  9.2652407060116604E-01
  2.0202020202020204E-01  2.0202020202020204E-02  9.4711273345997238E-01
  2.1212121212121213E-01  2.0202020202020204E-02  9.6388790410974068E-01
  2.2222222222222224E-01  2.0202020202020204E-02  9.7678202321807561E-01
  2.3232323232323235E-01  2.0202020202020204E-02  9.8574315962257719E-01
  2.4242424242424243E-01  2.0202020202020204E-02  9.9073522013243087E-01
  2.5252525252525254E-01  2.0202020202020204E-02  9.9173809504876453E-01
  2.6262626262626265E-01  2.0202020202020204E-02  9.8874773710878627E-01
  2.7272727272727276E-01  2.0202020202020204E-02  9.8177617766033831E-01
  2.8282828282828287E-01  2.0202020202020204E-02  9.7085148196580884E-01
  2.9292929292929293E-01  2.0202020202020204E-02  9.5601763370437853E-01
  3.0303030303030304E-01  2.0202020202020204E-02  9.3733435673097154E-01
  3.1313131313131315E-01  2.0202020202020204E-02  9.1487687493472669E-01
  3.2323232323232326E-01  2.0202020202020204E-02  8.8873561102452725E-01
  3.3333333333333337E-01  2.0202020202020204E-02  8.5901582245630126E-01
  3.4343434343434348E-01  2.0202020202020204E-02  8.2583717473516782E-01
  3.5353535353535359E-01  2.0202020202020204E-02  7.8933326175104024E-01
  3.6363636363636365E-01  2.0202020202020204E-02  7.4965106837936013E-01
  3.7373737373737376E-01  2.0202020202020204E-02  7.0695037705609465E-01
  3.8383838383838387E-01  2.0202020202020204E-02  6.6140312468440643E-01
  3.9393939393939398E-01  2.0202020202020204E-02  6.1319271045496859E-01
  4.0404040404040409E-01  2.0202020202020204E-02  5.6251325817342823E-01
  4.1414141414141420E-01  2.0202020202020204E-02  5.0956883392931562E-01
  4.2424242424242425E-01  2.0202020202020204E-02  4.5457262378161878E-01
  4.3434343434343436E-01  2.0202020202020204E-02  3.9774607598722189E-01
  4.4444444444444448E-01  2.0202020202020204E-02  3.3931800899647813E-01
  4.5454545454545459E-01  2.0202020202020204E-02  2.7952369074423028E-01
  4.6464646464646470E-01  2.0202020202020204E-02  2.1860389083773551E-01
  4.7474747474747481E-01  2.0202020202020204E-02  1.5680391097649757E-01
  4.8484848484848486E-01  2.0202020202020204E-02  9.4372596779143558E-02
  4.9494949494949497E-01  2.0202020202020204E-02  3.1561336649777859E-02
  5.0505050505050508E-01  2.0202020202020204E-02 -3.1376950996263669E-02
  5.1515151515151525E-01  2.0202020202020204E-02 -9.4188835335048571E-02
  5.2525252525252530E-01  2.0202020202020204E-02 -1.5662139509634490E-01
  5.3535353535353536E-01  2.0202020202020204E-02 -2.1842323595966068E-01
  5.4545454545454553E-01  2.0202020202020204E-02 -2.7934550351815962E-01
  5.5555555555555558E-01  2.0202020202020204E-02 -3.3914288369941037E-01
  5.6565656565656575E-01  2.0202020202020204E-02 -3.9757459190853317E-01
  5.7575757575757580E-01  2.0202020202020204E-02 -4.5440534403145899E-01
  5.8585858585858586E-01  2.0202020202020204E-02 -5.0940630025068179E-01
  5.9595959595959602E-01  2.0202020202020204E-02 -5.6235598946876497E-01
  6.0606060606060608E-01  2.0202020202020204E-02 -6.1304119863406825E-01
  6.1616161616161624E-01  2.0202020202020204E-02 -6.6125783532863303E-01
  6.2626262626262630E-01  2.0202020202020204E-02 -7.0681174513530165E-01
  6.3636363636363646E-01  2.0202020202020204E-02 -7.4951949377081262E-01
  6.4646464646464652E-01  2.0202020202020204E-02 -7.8920911049920162E-01
  6.5656565656565657E-01  2.0202020202020204E-02 -8.2572077452952652E-01
  6.6666666666666674E-01  2.0202020202020204E-02 -8.5890746317149091E-01
  6.7676767676767680E-01  2.0202020202020204E-02 -8.8863553903972670E-01
  6.8686868686868696E-01  2.0202020202020204E-02 -9.1478529471513736E-01
  6.9696969696969702E-01  2.0202020202020204E-02 -9.3725142895112945E-01
  7.0707070707070718E-01  2.0202020202020204E-02 -9.5594347034310212E-01
  7.1717171717171724E-01  2.0202020202020204E-02 -9.7078614910704608E-01
  7.2727272727272729E-01  2.0202020202020204E-02 -9.8171969148834770E-01
  7.3737373737373746E-01  2.0202020202020204E-02 -9.8870006683858846E-01
  7.4747474747474751E-01  2.0202020202020204E-02 -9.9169915667979114E-01
  7.5757575757575768E-01  2.0202020202020204E-02 -9.9070487673002883E-01
  7.6767676767676774E-01  2.0202020202020204E-02 -9.8572122480910962E-01
  7.7777777777777779E-01  2.0202020202020204E-02 -9.7676825738087969E-01
  7.8787878787878796E-01  2.0202020202020204E-02 -9.6388201550922792E-01
  7.9797979797979801E-01  2.0202020202020204E-02 -9.4711437398533527E-01
  8.0808080808080818E-01  2.0202020202020204E-02 -9.2653284155211946E-01
  8.1818181818181823E-01  2.0202020202020204E-02 -9.0222028057932868E-01
  8.2828282828282840E-01  2.0202020202020204E-02 -8.7427457413240683E-01
  8.3838383838383845E-01  2.0202020202020204E-02 -8.4280823717621500E-01
  8.4848484848484851E-01  2.0202020202020204E-02 -8.0794795781092321E-01
  8.5858585858585867E-01  2.0202020202020204E-02 -7.6983409111040613E-01
  8.6868686868686873E-01  2.0202020202020204E-02 -7.2862008916855492E-01
  8.7878787878787890E-01  2.0202020202020204E-02 -6.8447188990762620E-01
  8.8888888888888895E-01  2.0202020202020204E-02 -6.3756724305544765E-01
  8.9898989898989912E-01  2.0202020202020204E-02 -5.8809499477845839E-01
  9.0909090909090917E-01  2.0202020202020204E-02 -5.3625433151888957E-01
  9.1919191919191923E-01  2.0202020202020204E-02 -4.8225397344147797E-01
  9.2929292929292939E-01  2.0202020202020204E-02 -4.2631133681068523E-01
  9.3939393939393945E-01  2.0202020202020204E-02 -3.6865165432088959E-01
  9.4949494949494961E-01  2.0202020202020204E-02 -3.0950707314700582E-01
  9.5959595959595967E-01  2.0202020202020204E-02 -2.4911571803899757E-01
  9.6969696969696972E-01  2.0202020202020204E-02 -1.8772073090763658E-01
  9.7979797979797989E-01  2.0202020202020204E-02 -1.2556929294733288E-01
  9.8989898989898994E-01  2.0202020202020204E-02 -6.2911628800369976E-02
  1.0000000000000000E+00  2.0202020202020204E-02 -2.4295885728956210E-16
  0.0000000000000000E+00  3.0303030303030304E-02  0.0000000000000000E+00
  1.0101010101010102E-02  3.0303030303030304E-02  6.2260387546502045E-02
  2.0202020202020204E-02  3.0303030303030304E-02  1.2427103412318559E-01
  3.0303030303030304E-02  3.0303030303030304E-02  1.8578218599917948E-01
  4.0404040404040407E-02  3.0303030303030304E-02  2.4654610422786691E-01
  5.0505050505050511E-02  3.0303030303030304E-02  3.0631806214763824E-01
  6.0606060606060608E-02  3.0303030303030304E-02  3.6485733111660057E-01
  7.0707070707070718E-02  3.0303030303030304E-02  4.2192814839134579E-01
  8.0808080808080815E-02  3.0303030303030304E-02  4.7730066714713398E-01
  9.0909090909090912E-02  3.0303030303030304E-02  5.3075188202687518E-01
  1.0101010101010102E-01  3.0303030303030304E-02  5.8206652618149557E-01
  1.1111111111111112E-01  3.0303030303030304E-02  6.3103793805961783E-01
  1.2121212121212122E-01  3.0303030303030304E-02  6.7746889488167461E-01
  1.3131313131313133E-01  3.0303030303030304E-02  7.2117240420130579E-01
  1.4141414141414144E-01  3.0303030303030304E-02  7.6197245792379020E-01
  1.5151515151515152E-01  3.0303030303030304E-02  7.9970474194336749E-01
  1.6161616161616163E-01  3.0303030303030304E-02  8.3421729639599407E-01
  1.7171717171717174E-01  3.0303030303030304E-02  8.6537112657720616E-01
  1.8181818181818182E-01  3.0303030303030304E-02  8.9304076579602221E-01
  1.9191919191919193E-01  3.0303030303030304E-02  9.1711477708023992E-01
  2.0202020202020204E-01  3.0303030303030304E-02  9.3749620156161373E-01
  2.1212121212121213E-01  3.0303030303030304E-02  9.5410295377816212E-01
  2.2222222222222224E-01  3.0303030303030304E-02  9.6686814720421799E-01
  2.3232323232323235E-01  3.0303030303030304E-02  9.7574036389408436E-01
  2.4242424242424243E-01  3.0303030303030304E-02  9.8068386394681173E-01
  2.5252525252525254E-01  3.0303030303030304E-02  9.8167872719020177E-01
  2.6262626262626265E-01  3.0303030303030304E-02  9.7872093449240161E-01
  2.7272727272727276E-01  3.0303030303030304E-02  9.7182238475759064E-01
  2.8282828282828287E-01  3.0303030303030304E-02  9.6101084378477764E-01
  2.9292929292929293E-01  3.0303030303030304E-02  9.4632983511000446E-01
  3.0303030303030304E-01  3.0303030303030304E-02  9.2783846426182703E-01
  3.1313131313131315E-01  3.0303030303030304E-02  9.0561117986013306E-01
  3.2323232323232326E-01  3.0303030303030304E-02  8.7973747541120084E-01
  3.3333333333333337E-01  3.0303030303030304E-02  8.5032152774054204E-01
  3.4343434343434348E-01  3.0303030303030304E-02  8.1748177635205388E-01
  3.5353535353535359E-01  3.0303030303030304E-02  7.8135044857726310E-01
  3.6363636363636365E-01  3.0303030303030304E-02  7.4207302675513653E-01
  3.7373737373737376E-01  3.0303030303030304E-02  6.9980766171406816E-01
  3.8383838383838387E-01  3.0303030303030304E-02  6.5472453503104489E-01
  3.9393939393939398E-01  3.0303030303030304E-02  6.0700517715000446E-01
  4.0404040404040409E-01  3.0303030303030304E-02  5.5684173270666770E-01
  4.1414141414141420E-01  3.0303030303030304E-02  5.0443618710740523E-01
  4.2424242424242425E-01  3.0303030303030304E-02  4.4999955645834455E-01
  4.3434343434343436E-01  3.0303030303030304E-02  3.9375103510802428E-01
  4.4444444444444448E-01  3.0303030303030304E-02  3.3591711327177509E-01
  4.5454545454545459E-01  3.0303030303030304E-02  2.7673066552675163E-01
  4.6464646464646470E-01  3.0303030303030304E-02  2.1643001295363848E-01
  4.7474747474747481E-01  3.0303030303030304E-02  1.5525796314121862E-01
  4.8484848484848486E-01  3.0303030303030304E-02  9.3460834025576020E-02
  4.9494949494949497E-01  3.0303030303030304E-02  3.1287459830828201E-02
  5.0505050505050508E-01  3.0303030303030304E-02 -3.1011809666311955E-02
  5.1515151515151525E-01  3.0303030303030304E-02 -9.3186117212337660E-02
  5.2525252525252530E-01  3.0303030303030304E-02 -1.5498510858160147E-01
  5.3535353535353536E-01  3.0303030303030304E-02 -2.1615994040073580E-01
  5.4545454545454553E-01  3.0303030303030304E-02 -2.7646428140022111E-01
  5.5555555555555558E-01  3.0303030303030304E-02 -3.3565530692112322E-01
  5.6565656565656575E-01  3.0303030303030304E-02 -3.9349467337171862E-01
  5.7575757575757580E-01  3.0303030303030304E-02 -4.4974947912727431E-01
  5.8585858585858586E-01  3.0303030303030304E-02 -5.0419320465785933E-01
  5.9595959595959602E-01  3.0303030303030304E-02 -5.5660662061655442E-01
  6.0606060606060608E-01  3.0303030303030304E-02 -6.0677867318206613E-01
  6.1616161616161624E-01  3.0303030303030304E-02 -6.5450733330341204E-01
  6.2626262626262630E-01  3.0303030303030304E-02 -6.9960041125629213E-01
  6.3636363636363646E-01  3.0303030303030304E-02 -7.4187632736720777E-01
  6.4646464646464652E-01  3.0303030303030304E-02 -7.8116484613138981E-01
  6.5656565656565657E-01  3.0303030303030304E-02 -8.1730776280237194E-01
  6.6666666666666674E-01  3.0303030303030304E-02 -8.5015953445360004E-01
  6.7676767676767680E-01  3.0303030303030304E-02 -8.7958787173270458E-01
  6.8686868686868696E-01  3.0303030303030304E-02 -9.0547427084044985E-01
  6.9696969696969702E-01  3.0303030303030304E-02 -9.2771448899064957E-01
  7.0707070707070718E-01  3.0303030303030304E-02 -9.4621896352756973E-01
  7.1717171717171724E-01  3.0303030303030304E-02 -9.6091317338132676E-01
