                       x                       y                  E(x,y)
  8.2828282828282840E-01  1.0101010101010102E-02  4.7120012310947125E-05
  8.3838383838383845E-01  1.0101010101010102E-02  4.3821360396095480E-05
  8.4848484848484851E-01  1.0101010101010102E-02  4.0474446754620276E-05
  8.5858585858585867E-01  1.0101010101010102E-02  3.7096818735032541E-05
  8.6868686868686873E-01  1.0101010101010102E-02  3.3711781806302676E-05
  8.7878787878787890E-01  1.0101010101010102E-02  3.0342814426038591E-05
  8.8888888888888895E-01  1.0101010101010102E-02  2.7013168879164861E-05
  8.9898989898989912E-01  1.0101010101010102E-02  2.3745906226369412E-05
  9.0909090909090917E-01  1.0101010101010102E-02  2.0564432850390152E-05
  9.1919191919191923E-01  1.0101010101010102E-02  1.7496202794401145E-05
  9.2929292929292939E-01  1.0101010101010102E-02  1.4563715828868585E-05
  9.3939393939393945E-01  1.0101010101010102E-02  1.1792780198198588E-05
  9.4949494949494961E-01  1.0101010101010102E-02  9.2089702492089607E-06
  9.5959595959595967E-01  1.0101010101010102E-02  6.8378075394611911E-06
  9.6969696969696972E-01  1.0101010101010102E-02  4.7059622193182182E-06
  9.7979797979797989E-01  1.0101010101010102E-02  2.8381397204481601E-06
  9.8989898989898994E-01  1.0101010101010102E-02  1.2606786645346702E-06
  1.0000000000000000E+00  1.0101010101010102E-02  3.1729021185296777E-27
  0.0000000000000000E+00  2.0202020202020204E-02  0.0000000000000000E+00
  1.0101010101010102E-02  2.0202020202020204E-02  1.2091328531453645E-05
  2.0202020202020204E-02  2.0202020202020204E-02  2.3492092130291123E-05
  3.0303030303030304E-02  2.0202020202020204E-02  3.4195634728580676E-05
  4.0404040404040407E-02  2.0202020202020204E-02  4.4195690952834308E-05
  5.0505050505050511E-02  2.0202020202020204E-02  5.3486455139189821E-05
  6.0606060606060608E-02  2.0202020202020204E-02  6.2063200758786065E-05
  7.0707070707070718E-02  2.0202020202020204E-02  6.9921788248984961E-05
  8.0808080808080815E-02  2.0202020202020204E-02  7.7058986971056687E-05
  9.0909090909090912E-02  2.0202020202020204E-02  8.3472864588621416E-05
  1.0101010101010102E-01  2.0202020202020204E-02  8.9162888523107382E-05
  1.1111111111111112E-01  2.0202020202020204E-02  9.4129489442213043E-05
  1.2121212121212122E-01  2.0202020202020204E-02  9.8374772091124315E-05
  1.3131313131313133E-01  2.0202020202020204E-02  1.0190257780477362E-04
  1.4141414141414144E-01  2.0202020202020204E-02  1.0471811011904604E-04
  1.5151515151515152E-01  2.0202020202020204E-02  1.0682774196905015E-04
  1.6161616161616163E-01  2.0202020202020204E-02  1.0824042013448918E-04
  1.7171717171717174E-01  2.0202020202020204E-02  1.0896656446441094E-04
  1.8181818181818182E-01  2.0202020202020204E-02  1.0901814563313804E-04
  1.9191919191919193E-01  2.0202020202020204E-02  1.0840893007996995E-04
  2.0202020202020204E-01  2.0202020202020204E-02  1.0715421114082970E-04
  2.1212121212121213E-01  2.0202020202020204E-02  1.0527150420887558E-04
  2.2222222222222224E-01  2.0202020202020204E-02  1.0278003262720294E-04
  2.3232323232323235E-01  2.0202020202020204E-02  9.9700925718605447E-05
  2.4242424242424243E-01  2.0202020202020204E-02  9.6056440491990353E-05
  2.5252525252525254E-01  2.0202020202020204E-02  9.1869686180024826E-05
  2.6262626262626265E-01  2.0202020202020204E-02  8.7166561965105620E-05
  2.7272727272727276E-01  2.0202020202020204E-02  8.1975775051734896E-05
  2.8282828282828287E-01  2.0202020202020204E-02  7.6324974698633419E-05
  2.9292929292929293E-01  2.0202020202020204E-02  7.0243130044774155E-05
  3.0303030303030304E-01  2.0202020202020204E-02  6.3761547900114752E-05
  3.1313131313131315E-01  2.0202020202020204E-02  5.6913401285890600E-05
  3.2323232323232326E-01  2.0202020202020204E-02  4.9731910063880316E-05
  3.3333333333333337E-01  2.0202020202020204E-02  4.2250179533737652E-05
  3.4343434343434348E-01  2.0202020202020204E-02  3.4503930719153262E-05
  3.5353535353535359E-01  2.0202020202020204E-02  2.6529169898794082E-05
  3.6363636363636365E-01  2.0202020202020204E-02  1.8361507376969455E-05
  3.7373737373737376E-01  2.0202020202020204E-02  1.0037583077860162E-05
  3.8383838383838387E-01  2.0202020202020204E-02  1.5946248273229767E-06
  3.9393939393939398E-01  2.0202020202020204E-02  6.9298511106210008E-06
  4.0404040404040409E-01  2.0202020202020204E-02  1.5499002473044890E-05
  4.1414141414141420E-01  2.0202020202020204E-02  2.4076146226709883E-05
  4.2424242424242425E-01  2.0202020202020204E-02  3.2624293894673630E-05
  4.3434343434343436E-01  2.0202020202020204E-02  4.1106954031855383E-05
  4.4444444444444448E-01  2.0202020202020204E-02  4.9487968668597234E-05
  4.5454545454545459E-01  2.0202020202020204E-02  5.7732321150058799E-05
  4.6464646464646470E-01  2.0202020202020204E-02  6.5805805939945516E-05
  4.7474747474747481E-01  2.0202020202020204E-02  7.3675080403082319E-05
  4.8484848484848486E-01  2.0202020202020204E-02  8.1307369254556700E-05
  4.9494949494949497E-01  2.0202020202020204E-02  8.8671476479241484E-05
  5.0505050505050508E-01  2.0202020202020204E-02  9.5737389008006073E-05
  5.1515151515151525E-01  2.0202020202020204E-02  1.0247720823289934E-04
  5.2525252525252530E-01  2.0202020202020204E-02  1.0886377634072977E-04
  5.3535353535353536E-01  2.0202020202020204E-02  1.1487181444744302E-04
  5.4545454545454553E-01  2.0202020202020204E-02  1.2047733658492328E-04
  5.5555555555555558E-01  2.0202020202020204E-02  1.2565937460283895E-04
  5.6565656565656575E-01  2.0202020202020204E-02  1.3039871247466376E-04
  5.7575757575757580E-01  2.0202020202020204E-02  1.3467651480723460E-04
  5.8585858585858586E-01  2.0202020202020204E-02  1.3847799347458956E-04
  5.9595959595959602E-01  2.0202020202020204E-02  1.4178950046050756E-04
  6.0606060606060608E-01  2.0202020202020204E-02  1.4460104333610560E-04
  6.1616161616161624E-01  2.0202020202020204E-02  1.4690227081224150E-04
  6.2626262626262630E-01  2.0202020202020204E-02  1.4868695599016402E-04
  6.3636363636363646E-01  2.0202020202020204E-02  1.4995267961187360E-04
  6.4646464646464652E-01  2.0202020202020204E-02  1.5069605091166819E-04
  6.5656565656565657E-01  2.0202020202020204E-02  1.5091878976966676E-04
  6.6666666666666674E-01  2.0202020202020204E-02  1.5062310549669494E-04
  6.7676767676767680E-01  2.0202020202020204E-02  1.4981649274377630E-04
  6.8686868686868696E-01  2.0202020202020204E-02  1.4850514974198241E-04
  6.9696969696969702E-01  2.0202020202020204E-02  1.4669976736870311E-04
  7.0707070707070718E-01  2.0202020202020204E-02  1.4441582761116545E-04
  7.1717171717171724E-01  2.0202020202020204E-02  1.4166605809565977E-04
  7.2727272727272729E-01  2.0202020202020204E-02  1.3846905798327858E-04
  7.3737373737373746E-01  2.0202020202020204E-02  1.3484283328608597E-04
  7.4747474747474751E-01  2.0202020202020204E-02  1.3081295703350982E-04
  7.5757575757575768E-01  2.0202020202020204E-02  1.2640366276949421E-04
  7.6767676767676774E-01  2.0202020202020204E-02  1.2163850051974752E-04
  7.7777777777777779E-01  2.0202020202020204E-02  1.1654760277920568E-04
  7.8787878787878796E-01  2.0202020202020204E-02  1.1116084602678963E-04
  7.9797979797979801E-01  2.0202020202020204E-02  1.0551347925509040E-04
  8.0808080808080818E-01  2.0202020202020204E-02  9.9636874967347578E-05
  8.1818181818181823E-01  2.0202020202020204E-02  9.3566894948053577E-05
  8.2828282828282840E-01  2.0202020202020204E-02  8.7343019383322279E-05
  8.3838383838383845E-01  2.0202020202020204E-02  8.1002842938891981E-05
  8.4848484848484851E-01  2.0202020202020204E-02  7.4587630153100554E-05
  8.5858585858585867E-01  2.0202020202020204E-02  6.8138182118400320E-05
  8.6868686868686873E-01  2.0202020202020204E-02  6.1699466137894621E-05
  8.7878787878787890E-01  2.0202020202020204E-02  5.5313728039475844E-05
  8.8888888888888895E-01  2.0202020202020204E-02  4.9026172155724925E-05
  8.9898989898989912E-01  2.0202020202020204E-02  4.2884410792272267E-05
  9.0909090909090917E-01  2.0202020202020204E-02  3.6934017936572037E-05
  9.1919191919191923E-01  2.0202020202020204E-02  3.1222846098425989E-05
  9.2929292929292939E-01  2.0202020202020204E-02  2.5798013612651048E-05
  9.3939393939393945E-01  2.0202020202020204E-02  2.0709926690718811E-05
  9.4949494949494961E-01  2.0202020202020204E-02  1.6007092634193482E-05
  9.5959595959595967E-01  2.0202020202020204E-02  1.1738055537370804E-05
  9.6969696969696972E-01  2.0202020202020204E-02  7.9527709234333378E-06
  9.7979797979797989E-01  2.0202020202020204E-02  4.7012349618925136E-06
  9.8989898989898994E-01  2.0202020202020204E-02  2.0338075529727875E-06
  1.0000000000000000E+00  2.0202020202020204E-02  3.1534246632594319E-27
  0.0000000000000000E+00  3.0303030303030304E-02  0.0000000000000000E+00
  1.0101010101010102E-02  3.0303030303030304E-02  1.7381445005828182E-05
  2.0202020202020204E-02  3.0303030303030304E-02  3.3733143844994920E-05
  3.0303030303030304E-02  3.0303030303030304E-02  4.9048004770705575E-05
  4.0404040404040407E-02  3.0303030303030304E-02  6.3319615188427023E-05
  5.0505050505050511E-02  3.0303030303030304E-02  7.6542324031149108E-05
  6.0606060606060608E-02  3.0303030303030304E-02  8.8710957657894807E-05
  7.0707070707070718E-02  3.0303030303030304E-02  9.9822291378147773E-05
  8.0808080808080815E-02  3.0303030303030304E-02  1.0987437552248747E-04
  9.0909090909090912E-02  3.0303030303030304E-02  1.1886650634819720E-04
  1.0101010101010102E-01  3.0303030303030304E-02  1.2680015248711220E-04
  1.1111111111111112E-01  3.0303030303030304E-02  1.3367896297692921E-04
  1.2121212121212122E-01  3.0303030303030304E-02  1.3950743141687982E-04
  1.3131313131313133E-01  3.0303030303030304E-02  1.4429346332553024E-04
  1.4141414141414144E-01  3.0303030303030304E-02  1.4804727832586954E-04
  1.5151515151515152E-01  3.0303030303030304E-02  1.5078045403423050E-04
  1.6161616161616163E-01  3.0303030303030304E-02  1.5250726176976292E-04
  1.7171717171717174E-01  3.0303030303030304E-02  1.5324558008687465E-04
  1.8181818181818182E-01  3.0303030303030304E-02  1.5301365110062065E-04
  1.9191919191919193E-01  3.0303030303030304E-02  1.5183351225865797E-04
  2.0202020202020204E-01  3.0303030303030304E-02  1.4973123982392987E-04
  2.1212121212121213E-01  3.0303030303030304E-02  1.4673196009415870E-04
  2.2222222222222224E-01  3.0303030303030304E-02  1.4286474799113678E-04
  2.3232323232323235E-01  3.0303030303030304E-02  1.3816219472054410E-04
  2.4242424242424243E-01  3.0303030303030304E-02  1.3265785337802263E-04
  2.5252525252525254E-01  3.0303030303030304E-02  1.2638833208496427E-04
  2.6262626262626265E-01  3.0303030303030304E-02  1.1939204635112649E-04
  2.7272727272727276E-01  3.0303030303030304E-02  1.1170825222512378E-04
  2.8282828282828287E-01  3.0303030303030304E-02  1.0338011714628942E-04
  2.9292929292929293E-01  3.0303030303030304E-02  9.4451900515146915E-05
  3.0303030303030304E-01  3.0303030303030304E-02  8.4969266137839881E-05
  3.1313131313131315E-01  3.0303030303030304E-02  7.4980002549341086E-05
  3.2323232323232326E-01  3.0303030303030304E-02  6.4532257011528065E-05
  3.3333333333333337E-01  3.0303030303030304E-02  5.3675550187571409E-05
  3.4343434343434348E-01  3.0303030303030304E-02  4.2461734425327518E-05
  3.5353535353535359E-01  3.0303030303030304E-02  3.0942721382792175E-05
  3.6363636363636365E-01  3.0303030303030304E-02  1.9170660440971336E-05
  3.7373737373737376E-01  3.0303030303030304E-02  7.1984407871717133E-06
  3.8383838383838387E-01  3.0303030303030304E-02  4.9195981667814792E-06
  3.9393939393939398E-01  3.0303030303030304E-02  1.7131265522529320E-05
  4.0404040404040409E-01  3.0303030303030304E-02  2.9383012437891228E-05
  4.1414141414141420E-01  3.0303030303030304E-02  4.1620425284837347E-05
  4.2424242424242425E-01  3.0303030303030304E-02  5.3791698213174438E-05
  4.3434343434343436E-01  3.0303030303030304E-02  6.5845071440995173E-05
  4.4444444444444448E-01  3.0303030303030304E-02  7.7729282362767527E-05
  4.5454545454545459E-01  3.0303030303030304E-02  8.9394263218977733E-05
  4.6464646464646470E-01  3.0303030303030304E-02  1.0079118811935591E-04
  4.7474747474747481E-01  3.0303030303030304E-02  1.1187230904628954E-04
  4.8484848484848486E-01  3.0303030303030304E-02  1.2259268797909333E-04
  4.9494949494949497E-01  3.0303030303030304E-02  1.3290815369130203E-04
  5.0505050505050508E-01  3.0303030303030304E-02  1.4277671192045439E-04
  5.1515151515151525E-01  3.0303030303030304E-02  1.5215870885688663E-04
  5.2525252525252530E-01  3.0303030303030304E-02  1.6101659973319008E-04
  5.3535353535353536E-01  3.0303030303030304E-02  1.6931536372347084E-04
  5.4545454545454553E-01  3.0303030303030304E-02  1.7702339792243413E-04
  5.5555555555555558E-01  3.0303030303030304E-02  1.8411002661216258E-04
  5.6565656565656575E-01  3.0303030303030304E-02  1.9054893777562586E-04
  5.7575757575757580E-01  3.0303030303030304E-02  1.9631711463529168E-04
  5.8585858585858586E-01  3.0303030303030304E-02  2.0139261287723597E-04
  5.9595959595959602E-01  3.0303030303030304E-02  2.0575867550718196E-04
  6.0606060606060608E-01  3.0303030303030304E-02  2.0940121658648826E-04
  6.1616161616161624E-01  3.0303030303030304E-02  2.1230947259461130E-04
  6.2626262626262630E-01  3.0303030303030304E-02  2.1447498894469296E-04
  6.3636363636363646E-01  3.0303030303030304E-02  2.1589481049655494E-04
  6.4646464646464652E-01  3.0303030303030304E-02  2.1656853240881554E-04
  6.5656565656565657E-01  3.0303030303030304E-02  2.1649719035504413E-04
  6.6666666666666674E-01  3.0303030303030304E-02  2.1568923016866486E-04
  6.7676767676767680E-01  3.0303030303030304E-02  2.1415476884150111E-04
  6.8686868686868696E-01  3.0303030303030304E-02  2.1190625745899408E-04
  6.9696969696969702E-01  3.0303030303030304E-02  2.0896014433545364E-04
  7.0707070707070718E-01  3.0303030303030304E-02  2.0533744037070609E-04
  7.1717171717171724E-01  3.0303030303030304E-02  2.0106281614582365E-04
  7.2727272727272729E-01  3.0303030303030304E-02  1.9616162556591169E-04
  7.3737373737373746E-01  3.0303030303030304E-02  1.9066699192360882E-04
  7.4747474747474751E-01  3.0303030303030304E-02  1.8460919576085340E-04
  7.5757575757575768E-01  3.0303030303030304E-02  1.7802530121559644E-04
