                       x                       y                  E(x,y)
  7.3737373737373746E-01  2.8282828282828287E-01  2.0168508736783858E-04
  7.4747474747474751E-01  2.8282828282828287E-01  2.3661352264472694E-04
  7.5757575757575768E-01  2.8282828282828287E-01  2.6946018373857092E-04
  7.6767676767676774E-01  2.8282828282828287E-01  3.0002448508251249E-04
  7.7777777777777779E-01  2.8282828282828287E-01  3.2811332314424779E-04
  7.8787878787878796E-01  2.8282828282828287E-01  3.5353261081598697E-04
  7.9797979797979801E-01  2.8282828282828287E-01  3.7609983652525859E-04
  8.0808080808080818E-01  2.8282828282828287E-01  3.9563257100698191E-04
  8.1818181818181823E-01  2.8282828282828287E-01  4.1195972987331775E-04
  8.2828282828282840E-01  2.8282828282828287E-01  4.2491172844678909E-04
  8.3838383838383845E-01  2.8282828282828287E-01  4.3432920563101830E-04
  8.4848484848484851E-01  2.8282828282828287E-01  4.4005910503916088E-04
  8.5858585858585867E-01  2.8282828282828287E-01  4.4195236377434416E-04
  8.6868686868686873E-01  2.8282828282828287E-01  4.3987273048845462E-04
  8.7878787878787890E-01  2.8282828282828287E-01  4.3368498302906363E-04
  8.8888888888888895E-01  2.8282828282828287E-01  4.2326523632551589E-04
  8.9898989898989912E-01  2.8282828282828287E-01  4.0849643567477219E-04
  9.0909090909090917E-01  2.8282828282828287E-01  3.8926323112700983E-04
  9.1919191919191923E-01  2.8282828282828287E-01  3.6546733844451326E-04
  9.2929292929292939E-01  2.8282828282828287E-01  3.3700316735927070E-04
  9.3939393939393945E-01  2.8282828282828287E-01  3.0378410306330017E-04
  9.4949494949494961E-01  2.8282828282828287E-01  2.6572031844933558E-04
  9.5959595959595967E-01  2.8282828282828287E-01  2.2272926501624345E-04
  9.6969696969696972E-01  2.8282828282828287E-01  1.7473565467848400E-04
  9.7979797979797989E-01  2.8282828282828287E-01  1.2166296703902994E-04
  9.8989898989898994E-01  2.8282828282828287E-01  6.3440709526559226E-05
  1.0000000000000000E+00  2.8282828282828287E-01  6.5110174367630459E-28
  0.0000000000000000E+00  2.9292929292929293E-01  0.0000000000000000E+00
  1.0101010101010102E-02  2.9292929292929293E-01  1.0409019688443265E-05
  2.0202020202020204E-02  2.9292929292929293E-01  1.5889346182958161E-05
  3.0303030303030304E-02  2.9292929292929293E-01  1.6716268822265135E-05
  4.0404040404040407E-02  2.9292929292929293E-01  1.3168860720420145E-05
  5.0505050505050511E-02  2.9292929292929293E-01  5.5238368544263485E-06
  6.0606060606060608E-02  2.9292929292929293E-01  5.9409934234345659E-06
  7.0707070707070718E-02  2.9292929292929293E-01  2.0947335126962728E-05
  8.0808080808080815E-02  2.9292929292929293E-01  3.9217395538193616E-05
  9.0909090909090912E-02  2.9292929292929293E-01  6.0474647964834875E-05
  1.0101010101010102E-01  2.9292929292929293E-01  8.4440191715439813E-05
  1.1111111111111112E-01  2.9292929292929293E-01  1.1084082954428547E-04
  1.2121212121212122E-01  2.9292929292929293E-01  1.3939978500574653E-04
  1.3131313131313133E-01  2.9292929292929293E-01  1.6984550584813252E-04
  1.4141414141414144E-01  2.9292929292929293E-01  2.0190757771959428E-04
  1.5151515151515152E-01  2.9292929292929293E-01  2.3531786465383347E-04
  1.6161616161616163E-01  2.9292929292929293E-01  2.6981204685594303E-04
  1.7171717171717174E-01  2.9292929292929293E-01  3.0513015295236716E-04
  1.8181818181818182E-01  2.9292929292929293E-01  3.4101490922453664E-04
  1.9191919191919193E-01  2.9292929292929293E-01  3.7721603384534887E-04
  2.0202020202020204E-01  2.9292929292929293E-01  4.1348732752876863E-04
  2.1212121212121213E-01  2.9292929292929293E-01  4.4958887397410154E-04
  2.2222222222222224E-01  2.9292929292929293E-01  4.8528880415210261E-04
  2.3232323232323235E-01  2.9292929292929293E-01  5.2035996712404716E-04
  2.4242424242424243E-01  2.9292929292929293E-01  5.5458611054916382E-04
  2.5252525252525254E-01  2.9292929292929293E-01  5.8775690897939754E-04
  2.6262626262626265E-01  2.9292929292929293E-01  6.1967233191114206E-04
  2.7272727272727276E-01  2.9292929292929293E-01  6.5014186677212545E-04
  2.8282828282828287E-01  2.9292929292929293E-01  6.7898404932855642E-04
  2.9292929292929293E-01  2.9292929292929293E-01  7.0602989282196637E-04
  3.0303030303030304E-01  2.9292929292929293E-01  7.3111821007962308E-04
  3.1313131313131315E-01  2.9292929292929293E-01  7.5410396203451184E-04
  3.2323232323232326E-01  2.9292929292929293E-01  7.7484837326929510E-04
  3.3333333333333337E-01  2.9292929292929293E-01  7.9322999643343013E-04
  3.4343434343434348E-01  2.9292929292929293E-01  8.0913662274601081E-04
  3.5353535353535359E-01  2.9292929292929293E-01  8.2247001600716885E-04
  3.6363636363636365E-01  2.9292929292929293E-01  8.3314585340188581E-04
  3.7373737373737376E-01  2.9292929292929293E-01  8.4109098767416236E-04
  3.8383838383838387E-01  2.9292929292929293E-01  8.4624854897274277E-04
  3.9393939393939398E-01  2.9292929292929293E-01  8.4857328243557247E-04
  4.0404040404040409E-01  2.9292929292929293E-01  8.4803323236697862E-04
  4.1414141414141420E-01  2.9292929292929293E-01  8.4461392256369745E-04
  4.2424242424242425E-01  2.9292929292929293E-01  8.3830848905044311E-04
  4.3434343434343436E-01  2.9292929292929293E-01  8.2913032087520290E-04
  4.4444444444444448E-01  2.9292929292929293E-01  8.1710091726858441E-04
  4.5454545454545459E-01  2.9292929292929293E-01  8.0225946720093684E-04
  4.6464646464646470E-01  2.9292929292929293E-01  7.8465498937776393E-04
  4.7474747474747481E-01  2.9292929292929293E-01  7.6435174451123828E-04
  4.8484848484848486E-01  2.9292929292929293E-01  7.4142704763605755E-04
  4.9494949494949497E-01  2.9292929292929293E-01  7.1596652972220703E-04
  5.0505050505050508E-01  2.9292929292929293E-01  6.8807508964771581E-04
  5.1515151515151525E-01  2.9292929292929293E-01  6.5786143610400787E-04
  5.2525252525252530E-01  2.9292929292929293E-01  6.2545061496918316E-04
  5.3535353535353536E-01  2.9292929292929293E-01  5.9097739564588836E-04
  5.4545454545454553E-01  2.9292929292929293E-01  5.5458418489242114E-04
  5.5555555555555558E-01  2.9292929292929293E-01  5.1642682499844408E-04
  5.6565656565656575E-01  2.9292929292929293E-01  4.7666650979234250E-04
  5.7575757575757580E-01  2.9292929292929293E-01  4.3547589695916878E-04
  5.8585858585858586E-01  2.9292929292929293E-01  3.9303283001498711E-04
  5.9595959595959602E-01  2.9292929292929293E-01  3.4952351188440625E-04
  6.0606060606060608E-01  2.9292929292929293E-01  3.0514155068709687E-04
  6.1616161616161624E-01  2.9292929292929293E-01  2.6008275416990092E-04
  6.2626262626262630E-01  2.9292929292929293E-01  2.1455216983208309E-04
  6.3636363636363646E-01  2.9292929292929293E-01  1.6875629775669755E-04
  6.4646464646464652E-01  2.9292929292929293E-01  1.2290503118064108E-04
  6.5656565656565657E-01  2.9292929292929293E-01  7.7213496010894095E-05
  6.6666666666666674E-01  2.9292929292929293E-01  3.1895105049029966E-05
  6.7676767676767680E-01  2.9292929292929293E-01  1.2831009432121226E-05
  6.8686868686868696E-01  2.9292929292929293E-01  5.6751041382180525E-05
  6.9696969696969702E-01  2.9292929292929293E-01  9.9643749996350690E-05
  7.0707070707070718E-01  2.9292929292929293E-01  1.4129705866534488E-04
  7.1717171717171724E-01  2.9292929292929293E-01  1.8149443154656731E-04
  7.2727272727272729E-01  2.9292929292929293E-01  2.2002293725849437E-04
  7.3737373737373746E-01  2.9292929292929293E-01  2.5667646765340152E-04
  7.4747474747474751E-01  2.9292929292929293E-01  2.9124559669796728E-04
  7.5757575757575768E-01  2.9292929292929293E-01  3.2353160467502175E-04
  7.6767676767676774E-01  2.9292929292929293E-01  3.5333661204416296E-04
  7.7777777777777779E-01  2.9292929292929293E-01  3.8046911965573918E-04
  7.8787878787878796E-01  2.9292929292929293E-01  4.0474335355746894E-04
  7.9797979797979801E-01  2.9292929292929293E-01  4.2598020282722681E-04
  8.0808080808080818E-01  2.9292929292929293E-01  4.4400595066338463E-04
  8.1818181818181823E-01  2.9292929292929293E-01  4.5865436260169212E-04
  8.2828282828282840E-01  2.9292929292929293E-01  4.6976775189898980E-04
  8.3838383838383845E-01  2.9292929292929293E-01  4.7719264152595056E-04
  8.4848484848484851E-01  2.9292929292929293E-01  4.8078683945076110E-04
  8.5858585858585867E-01  2.9292929292929293E-01  4.8041315861123250E-04
  8.6868686868686873E-01  2.9292929292929293E-01  4.7594400109864928E-04
  8.7878787878787890E-01  2.9292929292929293E-01  4.6725761155979537E-04
  8.8888888888888895E-01  2.9292929292929293E-01  4.5424281348998462E-04
  8.9898989898989912E-01  2.9292929292929293E-01  4.3679252266642243E-04
  9.0909090909090917E-01  2.9292929292929293E-01  4.1481060087634211E-04
  9.1919191919191923E-01  2.9292929292929293E-01  3.8820399853807882E-04
  9.2929292929292939E-01  2.9292929292929293E-01  3.5689154722859108E-04
  9.3939393939393945E-01  2.9292929292929293E-01  3.2079243255050781E-04
  9.4949494949494961E-01  2.9292929292929293E-01  2.7983632942643605E-04
  9.5959595959595967E-01  2.9292929292929293E-01  2.3395655996692646E-04
  9.6969696969696972E-01  2.9292929292929293E-01  1.8308996272024399E-04
  9.7979797979797989E-01  2.9292929292929293E-01  1.2717761967914227E-04
  9.8989898989898994E-01  2.9292929292929293E-01  6.6166546666440092E-05
  1.0000000000000000E+00  2.9292929292929293E-01  8.4719533923566954E-28
  0.0000000000000000E+00  3.0303030303030304E-01  0.0000000000000000E+00
  1.0101010101010102E-02  3.0303030303030304E-01  6.3662561686380722E-06
  2.0202020202020204E-02  3.0303030303030304E-01  7.9142099025825224E-06
  3.0303030303030304E-02  3.0303030303030304E-01  4.9324124866104890E-06
  4.0404040404040407E-02  3.0303030303030304E-01  2.2932054777372306E-06
  5.0505050505050511E-02  3.0303030303030304E-01  1.3474977679524417E-05
  6.0606060606060608E-02  3.0303030303030304E-01  2.8325534737360634E-05
  7.0707070707070718E-02  3.0303030303030304E-01  4.6557626394245868E-05
  8.0808080808080815E-02  3.0303030303030304E-01  6.7885918161142769E-05
  9.0909090909090912E-02  3.0303030303030304E-01  9.2022657100857485E-05
  1.0101010101010102E-01  3.0303030303030304E-01  1.1868497458227986E-04
  1.1111111111111112E-01  3.0303030303030304E-01  1.4758863427102761E-04
  1.2121212121212122E-01  3.0303030303030304E-01  1.7845267367030685E-04
  1.3131313131313133E-01  3.0303030303030304E-01  2.1099787919640395E-04
  1.4141414141414144E-01  3.0303030303030304E-01  2.4494921514480903E-04
  1.5151515151515152E-01  3.0303030303030304E-01  2.8003254663779405E-04
  1.6161616161616163E-01  3.0303030303030304E-01  3.1598081275134777E-04
  1.7171717171717174E-01  3.0303030303030304E-01  3.5252899535911627E-04
  1.8181818181818182E-01  3.0303030303030304E-01  3.8941852050334674E-04
  1.9191919191919193E-01  3.0303030303030304E-01  4.2639593188254957E-04
  2.0202020202020204E-01  3.0303030303030304E-01  4.6321475752135580E-04
  2.1212121212121213E-01  3.0303030303030304E-01  4.9963456485877954E-04
  2.2222222222222224E-01  3.0303030303030304E-01  5.3542272032758146E-04
  2.3232323232323235E-01  3.0303030303030304E-01  5.7035595018102624E-04
  2.4242424242424243E-01  3.0303030303030304E-01  6.0421672214694465E-04
  2.5252525252525254E-01  3.0303030303030304E-01  6.3680039308777715E-04
  2.6262626262626265E-01  3.0303030303030304E-01  6.6790919885057918E-04
  2.7272727272727276E-01  3.0303030303030304E-01  6.9735698638200645E-04
  2.8282828282828287E-01  3.0303030303030304E-01  7.2496878091089876E-04
  2.9292929292929293E-01  3.0303030303030304E-01  7.5057938138693128E-04
  3.0303030303030304E-01  3.0303030303030304E-01  7.7403786269648390E-04
  3.1313131313131315E-01  3.0303030303030304E-01  7.9520175098698022E-04
  3.2323232323232326E-01  3.0303030303030304E-01  8.1394608512397174E-04
  3.3333333333333337E-01  3.0303030303030304E-01  8.3015327644154438E-04
  3.4343434343434348E-01  3.0303030303030304E-01  8.4372378320238381E-04
  3.5353535353535359E-01  3.0303030303030304E-01  8.5456831359224396E-04
  3.6363636363636365E-01  3.0303030303030304E-01  8.6261264299592800E-04
  3.7373737373737376E-01  3.0303030303030304E-01  8.6779649308052855E-04
  3.8383838383838387E-01  3.0303030303030304E-01  8.7007237590282411E-04
  3.9393939393939398E-01  3.0303030303030304E-01  8.6940872740833670E-04
  4.0404040404040409E-01  3.0303030303030304E-01  8.6578661043998633E-04
  4.1414141414141420E-01  3.0303030303030304E-01  8.5920062576502689E-04
  4.2424242424242425E-01  3.0303030303030304E-01  8.4966339802992885E-04
  4.3434343434343436E-01  3.0303030303030304E-01  8.3719417778772766E-04
  4.4444444444444448E-01  3.0303030303030304E-01  8.2183466434705569E-04
  4.5454545454545459E-01  3.0303030303030304E-01  8.0363285982857984E-04
  4.6464646464646470E-01  3.0303030303030304E-01  7.8265409593841859E-04
  4.7474747474747481E-01  3.0303030303030304E-01  7.5897586591230394E-04
  4.8484848484848486E-01  3.0303030303030304E-01  7.3268777125872018E-04
  4.9494949494949497E-01  3.0303030303030304E-01  7.0389216672790060E-04
  5.0505050505050508E-01  3.0303030303030304E-01  6.7270302062308611E-04
  5.1515151515151525E-01  3.0303030303030304E-01  6.3924720057501462E-04
  5.2525252525252530E-01  3.0303030303030304E-01  6.0365840380606321E-04
  5.3535353535353536E-01  3.0303030303030304E-01  5.6608727706481765E-04
  5.4545454545454553E-01  3.0303030303030304E-01  5.2668686142888423E-04
  5.5555555555555558E-01  3.0303030303030304E-01  4.8562520681433351E-04
  5.6565656565656575E-01  3.0303030303030304E-01  4.4307659460221532E-04
  5.7575757575757580E-01  3.0303030303030304E-01  3.9922111687054959E-04
  5.8585858585858586E-01  3.0303030303030304E-01  3.5425184709418888E-04
  5.9595959595959602E-01  3.0303030303030304E-01  3.0836087745891698E-04
  6.0606060606060608E-01  3.0303030303030304E-01  2.6175247500132015E-04
  6.1616161616161624E-01  3.0303030303030304E-01  2.1463236717960305E-04
  6.2626262626262630E-01  3.0303030303030304E-01  1.6721102878972417E-04
  6.3636363636363646E-01  3.0303030303030304E-01  1.1970377547529200E-04
  6.4646464646464652E-01  3.0303030303030304E-01  7.2326692012257202E-05
  6.5656565656565657E-01  3.0303030303030304E-01  2.5299630960960728E-05
  6.6666666666666674E-01  3.0303030303030304E-01  2.1157643843682671E-05
  6.7676767676767680E-01  3.0303030303030304E-01  6.6825092995172582E-05
  6.8686868686868696E-01  3.0303030303030304E-01  1.1148033960889390E-04
  6.9696969696969702E-01  3.0303030303030304E-01  1.5490799414975910E-04
  7.0707070707070718E-01  3.0303030303030304E-01  1.9688587346159092E-04
  7.1717171717171724E-01  3.0303030303030304E-01  2.3720388595045193E-04
  7.2727272727272729E-01  3.0303030303030304E-01  2.7564677121444820E-04
  7.3737373737373746E-01  3.0303030303030304E-01  3.1200843711356693E-04
  7.4747474747474751E-01  3.0303030303030304E-01  3.4608592508416199E-04
  7.5757575757575768E-01  3.0303030303030304E-01  3.7767863944813420E-04
  7.6767676767676774E-01  3.0303030303030304E-01  4.0659768370062809E-04
  7.7777777777777779E-01  3.0303030303030304E-01  4.3265190295359009E-04
  7.8787878787878796E-01  3.0303030303030304E-01  4.5566601547323567E-04
  7.9797979797979801E-01  3.0303030303030304E-01  4.7546314487382005E-04
  8.0808080808080818E-01  3.0303030303030304E-01  4.9188014121901542E-04
  8.1818181818181823E-01  3.0303030303030304E-01  5.0475887599106040E-04
  8.2828282828282840E-01  3.0303030303030304E-01  5.1394750419800372E-04
  8.3838383838383845E-01  3.0303030303030304E-01  5.1930807867531172E-04
  8.4848484848484851E-01  3.0303030303030304E-01  5.2070269805730722E-04
  8.5858585858585867E-01  3.0303030303030304E-01  5.1801083950271307E-04
  8.6868686868686873E-01  3.0303030303030304E-01  5.1111236136590344E-04
  8.7878787878787890E-01  3.0303030303030304E-01  4.9990162680479640E-04
  8.8888888888888895E-01  3.0303030303030304E-01  4.8427809839689170E-04
  8.9898989898989912E-01  3.0303030303030304E-01  4.6414871513480798E-04
  9.0909090909090917E-01  3.0303030303030304E-01  4.3943261320740685E-04
  9.1919191919191923E-01  3.0303030303030304E-01  4.1005045175086281E-04
  9.2929292929292939E-01  3.0303030303030304E-01  3.7593419606032474E-04
  9.3939393939393945E-01  3.0303030303030304E-01  3.3702295433488420E-04
  9.4949494949494961E-01  3.0303030303030304E-01  2.9325622557227010E-04
  9.5959595959595967E-01  3.0303030303030304E-01  2.4458835842863433E-04
  9.6969696969696972E-01  3.0303030303030304E-01  1.9096733716686073E-04
  9.7979797979797989E-01  3.0303030303030304E-01  1.3235671634948703E-04
  9.8989898989898994E-01  3.0303030303030304E-01  6.8711961031798723E-05
  1.0000000000000000E+00  3.0303030303030304E-01  1.0398249063577313E-27
  0.0000000000000000E+00  3.1313131313131315E-01  0.0000000000000000E+00
  1.0101010101010102E-02  3.1313131313131315E-01  2.2143266018354489E-06
  2.0202020202020204E-02  3.1313131313131315E-01  2.5758235794541162E-07
  3.0303030303030304E-02  3.1313131313131315E-01  7.1190943797489688E-06
  4.0404040404040407E-02  3.1313131313131315E-01  1.8074440582659162E-05
  5.0505050505050511E-02  3.1313131313131315E-01  3.2827489434028058E-05
  6.0606060606060608E-02  3.1313131313131315E-01  5.1081489894658078E-05
  7.0707070707070718E-02  3.1313131313131315E-01  7.2543362001306901E-05
  8.0808080808080815E-02  3.1313131313131315E-01  9.6915631929782566E-05
  9.0909090909090912E-02  3.1313131313131315E-01  1.2390778834509182E-04
  1.0101010101010102E-01  3.1313131313131315E-01  1.5322676503403112E-04
  1.1111111111111112E-01  3.1313131313131315E-01  1.8458255756728670E-04
  1.2121212121212122E-01  3.1313131313131315E-01  2.1768910527364405E-04
  1.3131313131313133E-01  3.1313131313131315E-01  2.5226159277013402E-04
  1.4141414141414144E-01  3.1313131313131315E-01  2.8801853682135589E-04
  1.5151515151515152E-01  3.1313131313131315E-01  3.2468532186026176E-04
  1.6161616161616163E-01  3.1313131313131315E-01  3.6198781893346426E-04
  1.7171717171717174E-01  3.1313131313131315E-01  3.9966100066334427E-04
  1.8181818181818182E-01  3.1313131313131315E-01  4.3744309568124768E-04
  1.9191919191919193E-01  3.1313131313131315E-01  4.7508060410394548E-04
  2.0202020202020204E-01  3.1313131313131315E-01  5.1232526996154801E-04
  2.1212121212121213E-01  3.1313131313131315E-01  5.4893870800379622E-04
  2.2222222222222224E-01  3.1313131313131315E-01  5.8468908147511116E-04
  2.3232323232323235E-01  3.1313131313131315E-01  6.1935366083626928E-04
  2.4242424242424243E-01  3.1313131313131315E-01  6.5272116018900560E-04
  2.5252525252525254E-01  3.1313131313131315E-01  6.8458662592622171E-04
  2.6262626262626265E-01  3.1313131313131315E-01  7.1475990725832449E-04
  2.7272727272727276E-01  3.1313131313131315E-01  7.4305855427942162E-04
  2.8282828282828287E-01  3.1313131313131315E-01  7.6931349881563613E-04
  2.9292929292929293E-01  3.1313131313131315E-01  7.9336764245480627E-04
  3.0303030303030304E-01  3.1313131313131315E-01  8.1507494290706118E-04
  3.1313131313131315E-01  3.1313131313131315E-01  8.3430497647408194E-04
  3.2323232323232326E-01  3.1313131313131315E-01  8.5093653656390154E-04
  3.3333333333333337E-01  3.1313131313131315E-01  8.6486683621563834E-04
  3.4343434343434348E-01  3.1313131313131315E-01  8.7600185432115988E-04
  3.5353535353535359E-01  3.1313131313131315E-01  8.8426591618748522E-04
  3.6363636363636365E-01  3.1313131313131315E-01  8.8959441948792059E-04
  3.7373737373737376E-01  3.1313131313131315E-01  8.9193896964632027E-04
  3.8383838383838387E-01  3.1313131313131315E-01  8.9126495770713268E-04
  3.9393939393939398E-01  3.1313131313131315E-01  8.8755167617136194E-04
  4.0404040404040409E-01  3.1313131313131315E-01  8.8079414498045620E-04
  4.1414141414141420E-01  3.1313131313131315E-01  8.7100109448361965E-04
  4.2424242424242425E-01  3.1313131313131315E-01  8.5819400609732659E-04
  4.3434343434343436E-01  3.1313131313131315E-01  8.4241280740430949E-04
  4.4444444444444448E-01  3.1313131313131315E-01  8.2370555179384975E-04
  4.5454545454545459E-01  3.1313131313131315E-01  8.0213868530745486E-04
  4.6464646464646470E-01  3.1313131313131315E-01  7.7779002301054496E-04
  4.7474747474747481E-01  3.1313131313131315E-01  7.5075035650362155E-04
  4.8484848484848486E-01  3.1313131313131315E-01  7.2112240382784056E-04
  4.9494949494949497E-01  3.1313131313131315E-01  6.8902485507071345E-04
  5.0505050505050508E-01  3.1313131313131315E-01  6.5458139802967161E-04
  5.1515151515151525E-01  3.1313131313131315E-01  6.1793343993662183E-04
  5.2525252525252530E-01  3.1313131313131315E-01  5.7923033750655344E-04
  5.3535353535353536E-01  3.1313131313131315E-01  5.3862843777749154E-04
  5.4545454545454553E-01  3.1313131313131315E-01  4.9630107796806266E-04
  5.5555555555555558E-01  3.1313131313131315E-01  4.5242113958076339E-04
  5.6565656565656575E-01  3.1313131313131315E-01  4.0717735946527026E-04
  5.7575757575757580E-01  3.1313131313131315E-01  3.6076114533344208E-04
  5.8585858585858586E-01  3.1313131313131315E-01  3.1337163465351887E-04
  5.9595959595959602E-01  3.1313131313131315E-01  2.6521563981779810E-04
  6.0606060606060608E-01  3.1313131313131315E-01  2.1650134144718974E-04
  6.1616161616161624E-01  3.1313131313131315E-01  1.6744572917693087E-04
  6.2626262626262630E-01  3.1313131313131315E-01  1.1826477190684400E-04
  6.3636363636363646E-01  3.1313131313131315E-01  6.9181351556595481E-05
  6.4646464646464652E-01  3.1313131313131315E-01  2.0416471042944680E-05
  6.5656565656565657E-01  3.1313131313131315E-01  2.7804337283656682E-05
  6.6666666666666674E-01  3.1313131313131315E-01  7.5258172404386262E-05
  6.7676767676767680E-01  3.1313131313131315E-01  1.2172024365904565E-04
  6.8686868686868696E-01  3.1313131313131315E-01  1.6696851254952168E-04
  6.9696969696969702E-01  3.1313131313131315E-01  2.1078210760652226E-04
  7.0707070707070718E-01  3.1313131313131315E-01  2.5294351524606131E-04
  7.1717171717171724E-01  3.1313131313131315E-01  2.9323730190522371E-04
  7.2727272727272729E-01  3.1313131313131315E-01  3.3145458729843988E-04
  7.3737373737373746E-01  3.1313131313131315E-01  3.6738831698534489E-04
  7.4747474747474751E-01  3.1313131313131315E-01  4.0083857552084489E-04
  7.5757575757575768E-01  3.1313131313131315E-01  4.3161250852658141E-04
  7.6767676767676774E-01  3.1313131313131315E-01  4.5951923276003811E-04
  7.7777777777777779E-01  3.1313131313131315E-01  4.8438163294352543E-04
  7.8787878787878796E-01  3.1313131313131315E-01  5.0602342682438614E-04
  7.9797979797979801E-01  3.1313131313131315E-01  5.2428032906926447E-04
  8.0808080808080818E-01  3.1313131313131315E-01  5.3899571112195311E-04
  8.1818181818181823E-01  3.1313131313131315E-01  5.5001872062479832E-04
  8.2828282828282840E-01  3.1313131313131315E-01  5.5721207188752541E-04
  8.3838383838383845E-01  3.1313131313131315E-01  5.6044172045822374E-04
  8.4848484848484851E-01  3.1313131313131315E-01  5.5958818770981847E-04
  8.5858585858585867E-01  3.1313131313131315E-01  5.5453648703042316E-04
  8.6868686868686873E-01  3.1313131313131315E-01  5.4518369786902198E-04
  8.7878787878787890E-01  3.1313131313131315E-01  5.3143495883944947E-04
  8.8888888888888895E-01  3.1313131313131315E-01  5.1320300608930988E-04
  8.9898989898989912E-01  3.1313131313131315E-01  4.9041223890454238E-04
  9.0909090909090917E-01  3.1313131313131315E-01  4.6299156726637916E-04
  9.1919191919191923E-01  3.1313131313131315E-01  4.3088061492507003E-04
  9.2929292929292939E-01  3.1313131313131315E-01  3.9402701446421940E-04
  9.3939393939393945E-01  3.1313131313131315E-01  3.5237995762400824E-04
  9.4949494949494961E-01  3.1313131313131315E-01  3.0590542329601459E-04
  9.5959595959595967E-01  3.1313131313131315E-01  2.5456168808193821E-04
  9.6969696969696972E-01  3.1313131313131315E-01  1.9832514841908229E-04
  9.7979797979797989E-01  3.1313131313131315E-01  1.3716653724265507E-04
  9.8989898989898994E-01  3.1313131313131315E-01  7.1064790816543078E-05
  1.0000000000000000E+00  3.1313131313131315E-01  1.2282754498490251E-27
  0.0000000000000000E+00  3.2323232323232326E-01  0.0000000000000000E+00
  1.0101010101010102E-02  3.2323232323232326E-01  2.0252142232827347E-06
  2.0202020202020204E-02  3.2323232323232326E-01  8.5851775588426408E-06
  3.0303030303030304E-02  3.2323232323232326E-01  1.9376742102032507E-05
  4.0404040404040407E-02  3.2323232323232326E-01  3.4094401271779696E-05
  5.0505050505050511E-02  3.2323232323232326E-01  5.2434082343127461E-05
  6.0606060606060608E-02  3.2323232323232326E-01  7.4093901572465024E-05
  7.0707070707070718E-02  3.2323232323232326E-01  9.8768323109594812E-05
  8.0808080808080815E-02  3.2323232323232326E-01  1.2615919660459879E-04
  9.0909090909090912E-02  3.2323232323232326E-01  1.5596400099492522E-04
  1.0101010101010102E-01  3.2323232323232326E-01  1.8788633624593014E-04
  1.1111111111111112E-01  3.2323232323232326E-01  2.2163080160850698E-04
  1.2121212121212122E-01  3.2323232323232326E-01  2.5690466933820418E-04
  1.3131313131313133E-01  3.2323232323232326E-01  2.9341965289389173E-04
  1.4141414141414144E-01  3.2323232323232326E-01  3.3089159825024333E-04
  1.5151515151515152E-01  3.2323232323232326E-01  3.6903984747276274E-04
  1.6161616161616163E-01  3.2323232323232326E-01  4.0759134591853731E-04
  1.7171717171717174E-01  3.2323232323232326E-01  4.4627638737833038E-04
  1.8181818181818182E-01  3.2323232323232326E-01  4.8483458132676544E-04
  1.9191919191919193E-01  3.2323232323232326E-01  5.2300995938252119E-04
  2.0202020202020204E-01  3.2323232323232326E-01  5.6055745979831351E-04
  2.1212121212121213E-01  3.2323232323232326E-01  5.9723733710381809E-04
  2.2222222222222224E-01  3.2323232323232326E-01  6.3282173446465553E-04
  2.3232323232323235E-01  3.2323232323232326E-01  6.6709076215911291E-04
  2.4242424242424243E-01  3.2323232323232326E-01  6.9983478012178096E-04
  2.5252525252525254E-01  3.2323232323232326E-01  7.3085691736571572E-04
  2.6262626262626265E-01  3.2323232323232326E-01  7.5996818543458736E-04
  2.7272727272727276E-01  3.2323232323232326E-01  7.8699542491584076E-04
  2.8282828282828287E-01  3.2323232323232326E-01  8.1177448430947948E-04
  2.9292929292929293E-01  3.2323232323232326E-01  8.3415573181659468E-04
  3.0303030303030304E-01  3.2323232323232326E-01  8.5400284298997641E-04
  3.1313131313131315E-01  3.2323232323232326E-01  8.7119107156692003E-04
  3.2323232323232326E-01  3.2323232323232326E-01  8.8561293452898038E-04
  3.3333333333333337E-01  3.2323232323232326E-01  8.9717065172990678E-04
  3.4343434343434348E-01  3.2323232323232326E-01  9.0578559074539725E-04
  3.5353535353535359E-01  3.2323232323232326E-01  9.1138928313680206E-04
  3.6363636363636365E-01  3.2323232323232326E-01  9.1393126130990686E-04
  3.7373737373737376E-01  3.2323232323232326E-01  9.1337389878496994E-04
  3.8383838383838387E-01  3.2323232323232326E-01  9.0969500539659080E-04
  3.9393939393939398E-01  3.2323232323232326E-01  9.0288758960656475E-04
  4.0404040404040409E-01  3.2323232323232326E-01  8.9295856603798841E-04
  4.1414141414141420E-01  3.2323232323232326E-01  8.7992991355117026E-04
  4.2424242424242425E-01  3.2323232323232326E-01  8.6383909429054936E-04
  4.3434343434343436E-01  3.2323232323232326E-01  8.4473483697113637E-04
  4.4444444444444448E-01  3.2323232323232326E-01  8.2268443874807169E-04
  4.5454545454545459E-01  3.2323232323232326E-01  7.9776409296181106E-04
  4.6464646464646470E-01  3.2323232323232326E-01  7.7006702422448910E-04
  4.7474747474747481E-01  3.2323232323232326E-01  7.3969721320817322E-04
  4.8484848484848486E-01  3.2323232323232326E-01  7.0677255221568479E-04
  4.9494949494949497E-01  3.2323232323232326E-01  6.7142103983880007E-04
